action,close,open,high,low,volume,price,time,macd_line,macd_signal,macd_histogram,rsi_14,vwap
hold,147.7100067138672,147.5399932861328,148.47999572753906,147.25999450683594,167414,147.7100067138672,2026-04-10 13:30:00+00:00,0.0,0.0,0.0,50.0,147.7100067138672
hold,147.68499755859375,147.7100067138672,148.64999389648438,147.5,19026,147.68499755859375,2026-04-10 13:31:00+00:00,0.0,0.0,0.0,50.0,147.70745455666793
hold,147.77499389648438,147.57000732421875,148.0,147.46240234375,5026,147.77499389648438,2026-04-10 13:32:00+00:00,0.0,0.0,0.0,50.0,147.7092274705112
hold,148.46949768066406,147.77000427246094,148.60000610351562,147.77000427246094,9667,148.46949768066406,2026-04-10 13:33:00+00:00,0.0,0.0,0.0,50.0,147.7457681282926
hold,147.91000366210938,148.4803009033203,148.75999450683594,147.89999389648438,16841,147.91000366210938,2026-04-10 13:34:00+00:00,0.0,0.0,0.0,50.0,147.75845721334406
hold,148.0,147.99000549316406,148.17999267578125,147.82359313964844,13561,148.0,2026-04-10 13:35:00+00:00,0.0,0.0,0.0,50.0,147.77260436919454
hold,148.2050018310547,147.89500427246094,148.30999755859375,147.89500427246094,5465,148.2050018310547,2026-04-10 13:36:00+00:00,0.0,0.0,0.0,50.0,147.78257505328344
hold,148.52000427246094,148.35769653320312,148.55999755859375,148.25,6627,148.52000427246094,2026-04-10 13:37:00+00:00,0.0,0.0,0.0,50.0,147.8026341741341
hold,147.5500030517578,148.49000549316406,148.61000061035156,147.5500030517578,22011,147.5500030517578,2026-04-10 13:38:00+00:00,0.0,0.0,0.0,50.0,147.78170093553638
hold,146.77999877929688,147.55999755859375,147.5749969482422,146.75999450683594,16180,146.77999877929688,2026-04-10 13:39:00+00:00,0.0,0.0,0.0,50.0,147.72419026947546
hold,146.57000732421875,146.73500061035156,146.97000122070312,146.5601043701172,13462,146.57000732421875,2026-04-10 13:40:00+00:00,0.0,0.0,0.0,50.0,147.67157034665968
hold,147.49249267578125,146.7100067138672,147.49249267578125,146.7100067138672,8275,147.49249267578125,2026-04-10 13:41:00+00:00,0.0,0.0,0.0,50.0,147.66668863584445
hold,147.2100067138672,147.40499877929688,147.7100067138672,147.1999969482422,19592,147.2100067138672,2026-04-10 13:42:00+00:00,0.0,0.0,0.0,50.0,147.6390005798966
hold,147.0800018310547,147.2100067138672,147.31039428710938,146.9550018310547,8626,147.0800018310547,2026-04-10 13:43:00+00:00,0.0,0.0,0.0,50.0,147.62446677754525
hold,146.72000122070312,147.0800018310547,147.19000244140625,146.66000366210938,10574,146.72000122070312,2026-04-10 13:44:00+00:00,0.0,0.0,0.0,41.198351479896786,147.59653073955442
hold,146.92999267578125,146.77000427246094,147.1300048828125,146.72999572753906,10584,146.92999267578125,2026-04-10 13:45:00+00:00,0.0,0.0,0.0,43.471411285088216,147.57654201975657
hold,146.80999755859375,146.92999267578125,147.0399932861328,146.64999389648438,20394,146.80999755859375,2026-04-10 13:46:00+00:00,0.0,0.0,0.0,42.461318041425116,147.53466722503092
hold,147.32000732421875,146.80999755859375,147.3300018310547,146.80999755859375,12810,147.32000732421875,2026-04-10 13:47:00+00:00,0.0,0.0,0.0,47.9925617012773,147.52754589873467
hold,147.52999877929688,147.25999450683594,147.5399932861328,147.19000244140625,10446,147.52999877929688,2026-04-10 13:48:00+00:00,0.0,0.0,0.0,50.118779580701315,147.5276105079579
hold,147.43499755859375,147.4499969482422,147.80999755859375,147.3699951171875,13229,147.43499755859375,2026-04-10 13:49:00+00:00,0.0,0.0,0.0,49.13998939079353,147.52462088665254
hold,147.35000610351562,147.52000427246094,147.6199951171875,147.22999572753906,21727,147.35000610351562,2026-04-10 13:50:00+00:00,0.0,0.0,0.0,48.23246287766889,147.51582939161688
