action,close,open,high,low,volume,price,time,macd_line,macd_signal,macd_histogram,rsi_14,vwap
hold,146.32000732421875,146.72999572753906,146.99000549316406,144.7958984375,160586,146.32000732421875,2026-04-13 13:30:00+00:00,0.0,0.0,0.0,50.0,146.32000732421875
hold,145.72999572753906,146.19000244140625,146.19000244140625,145.50999450683594,110540,145.72999572753906,2026-04-13 13:31:00+00:00,0.0,0.0,0.0,50.0,146.07945539671283
hold,145.98500061035156,145.6446990966797,146.1300048828125,145.5,37359,145.98500061035156,2026-04-13 13:32:00+00:00,0.0,0.0,0.0,50.0,146.06801647305795
hold,146.15499877929688,145.98500061035156,146.75999450683594,145.6999969482422,41925,146.15499877929688,2026-04-13 13:33:00+00:00,0.0,0.0,0.0,50.0,146.0784235196293
hold,146.1649932861328,146.14999389648438,146.1999969482422,145.93499755859375,11615,146.1649932861328,2026-04-13 13:34:00+00:00,0.0,0.0,0.0,50.0,146.08120097377733
hold,146.5500030517578,145.98500061035156,146.5500030517578,145.9600067138672,9737,146.5500030517578,2026-04-13 13:35:00+00:00,0.0,0.0,0.0,50.0,146.09347959782522
hold,146.52999877929688,146.57249450683594,146.6199951171875,146.42999267578125,29314,146.52999877929688,2026-04-13 13:36:00+00:00,0.0,0.0,0.0,50.0,146.12538408297434
hold,146.0399932861328,146.47000122070312,146.77999877929688,145.7700958251953,42323,146.0399932861328,2026-04-13 13:37:00+00:00,0.0,0.0,0.0,50.0,146.11723342252014
hold,145.99000549316406,145.8699951171875,146.4199981689453,145.8699951171875,14655,145.99000549316406,2026-04-13 13:38:00+00:00,0.0,0.0,0.0,50.0,146.11316288650318
hold,145.85800170898438,145.94500732421875,146.28990173339844,145.76010131835938,16294,145.85800170898438,2026-04-13 13:39:00+00:00,0.0,0.0,0.0,50.0,146.10439802141155
hold,146.0449981689453,146.0399932861328,146.1925048828125,145.97500610351562,12347,146.0449981689453,2026-04-13 13:40:00+00:00,0.0,0.0,0.0,50.0,146.1028911023382
hold,146.16000366210938,146.15899658203125,146.1699981689453,145.96749877929688,9080,146.16000366210938,2026-04-13 13:41:00+00:00,0.0,0.0,0.0,50.0,146.1039371051474
hold,146.52999877929688,146.19000244140625,146.63499450683594,146.19000244140625,10829,146.52999877929688,2026-04-13 13:42:00+00:00,0.0,0.0,0.0,50.0,146.113044458957
hold,146.80999755859375,146.60000610351562,146.80999755859375,146.5,12194,146.80999755859375,2026-04-13 13:43:00+00:00,0.0,0.0,0.0,50.0,146.12942587541767
hold,145.7899932861328,146.7050018310547,146.71499633789062,145.7899932861328,24856,145.7899932861328,2026-04-13 13:44:00+00:00,0.0,0.0,0.0,43.49519653926103,146.11390693057544
hold,146.22999572753906,145.9499969482422,146.44000244140625,145.80499267578125,11734,146.22999572753906,2026-04-13 13:45:00+00:00,0.0,0.0,0.0,49.38251021579042,146.11635960500047
hold,146.19000244140625,146.2100067138672,146.63999938964844,146.19000244140625,14953,146.19000244140625,2026-04-13 13:46:00+00:00,0.0,0.0,0.0,48.88395322044407,146.11829034701756
hold,146.36500549316406,146.25999450683594,146.36500549316406,146.0500030517578,4104,146.36500549316406,2026-04-13 13:47:00+00:00,0.0,0.0,0.0,51.20538927292441,146.1200529508522
hold,146.6699981689453,146.17999267578125,146.6699981689453,145.72999572753906,14679,146.6699981689453,2026-04-13 13:48:00+00:00,0.0,0.0,0.0,55.03782799919692,146.13375574662422
hold,146.83999633789062,146.44500732421875,147.0850067138672,146.44500732421875,16076,146.83999633789062,2026-04-13 13:49:00+00:00,0.0,0.0,0.0,57.06216592922972,146.1525156999375
hold,146.77499389648438,146.94000244140625,146.94000244140625,146.77499389648438,4277,146.77499389648438,2026-04-13 13:50:00+00:00,0.0,0.0,0.0,56.0234995548838,146.15688393573086
hold,146.8000030517578,146.77499389648438,147.00999450683594,146.55999755859375,13653,146.8000030517578,2026-04-13 13:51:00+00:00,0.0,0.0,0.0,56.35268407148651,146.17097490437482
hold,147.4199981689453,146.9600067138672,147.4622039794922,146.82000732421875,26573,147.4199981689453,2026-04-13 13:52:00+00:00,0.0,0.0,0.0,63.622529267881816,146.22206023907304
hold,147.67999267578125,147.3350067138672,147.67999267578125,147.3000030517578,7529,147.67999267578125,2026-04-13 13:53:00+00:00,0.0,0.0,0.0,66.1673883077415,146.2387617589564
hold,148.4499969482422,147.5800018310547,148.4499969482422,147.4199981689453,17697,148.4499969482422,2026-04-13 13:54:00+00:00,0.0,0.0,0.0,72.33916453271218,146.2967415303765
buy,147.64999389648438,148.3699951171875,148.3699951171875,147.58999633789062,18760,147.64999389648438,2026-04-13 13:55:00+00:00,0.6175647052415059,0.0,0.6175647052415059,60.07702491385958,146.33333864289835
hold,148.22999572753906,147.72999572753906,148.22999572753906,147.72999572753906,4086,148.22999572753906,2026-04-13 13:56:00+00:00,0.6583265929084803,0.0,0.6583265929084803,64.74317185652409,146.34444500361326
hold,147.93499755859375,148.22000122070312,148.22999572753906,147.72950744628906,6742,147.93499755859375,2026-04-13 13:57:00+00:00,0.6592276299635103,0.0,0.6592276299635103,60.847748486696084,146.35966607752016
hold,147.7899932861328,147.82000732421875,147.94000244140625,147.4600067138672,5865,147.7899932861328,2026-04-13 13:58:00+00:00,0.6408537127024658,0.0,0.6408537127024658,58.96957857472021,146.371475032531
hold,148.33999633789062,147.6750030517578,148.33999633789062,147.6750030517578,10861,148.33999633789062,2026-04-13 13:59:00+00:00,0.663029904587404,0.0,0.663029904587404,63.56361685995428,146.40111845353823
hold,148.0500030517578,148.3800048828125,148.5,148.0500030517578,9992,148.0500030517578,2026-04-13 14:00:00+00:00,0.6497151499956431,0.0,0.6497151499956431,59.764032813768736,146.42364972584525
hold,148.0,148.14999389648438,148.25999450683594,147.9600067138672,8739,148.0,2026-04-13 14:01:00+00:00,0.6278903535229006,0.0,0.6278903535229006,59.10793813539417,146.442266224595
hold,147.8000030517578,148.1699981689453,148.1699981689453,147.8000030517578,19028,147.8000030517578,2026-04-13 14:02:00+00:00,0.5876815358736565,0.0,0.5876815358736565,56.43912343523902,146.47630436460943
hold,147.9550018310547,147.9499969482422,148.08999633789062,147.83009338378906,14370,147.9550018310547,2026-04-13 14:03:00+00:00,0.5618462504698982,0.6295706483628294,-0.06772439789293117,58.02107617238081,146.50377999418075
hold,148.38499450683594,148.0800018310547,148.5,148.0800018310547,8368,148.38499450683594,2026-04-13 14:04:00+00:00,0.5695035337575405,0.6175572254417716,-0.048053691684231126,62.129842721491926,146.523917128064
hold,148.2949981689453,148.3350067138672,148.47000122070312,148.2135009765625,4382,148.2949981689453,2026-04-13 14:05:00+00:00,0.5618335659744389,0.6064124935483051,-0.04457892757386617,60.788771040557606,146.5337894851805
hold,147.9550018310547,148.39999389648438,148.4199981689453,147.8699951171875,10770,147.9550018310547,2026-04-13 14:06:00+00:00,0.5222994552474063,0.5895898858881253,-0.06729043064071905,55.88135632252361,146.5529971782745
hold,148.03500366210938,148.00999450683594,148.16000366210938,147.9199981689453,11380,148.03500366210938,2026-04-13 14:07:00+00:00,0.49175521877620554,0.5700229524657414,-0.07826773368953588,56.76579404182269,146.5738629682388
hold,147.86000061035156,147.94000244140625,148.02999877929688,147.75999450683594,12343,147.86000061035156,2026-04-13 14:08:00+00:00,0.448260143693858,0.5456703907113648,-0.09741024701750678,54.205899708436796,146.59320796792395
