action,close,open,high,low,volume,price,time,macd_line,macd_signal,macd_histogram,rsi_14,vwap,action_quality
hold,127.73999786376952,127.31999969482422,127.97000122070312,126.80999755859376,93385,127.73999786376952,2026-04-06 13:30:00+00:00,0.0,0.0,0.0,50.0,127.73999786376952,good
hold,127.90499877929688,127.74500274658205,128.0,127.73500061035156,4563,127.90499877929688,2026-04-06 13:31:00+00:00,0.0,0.0,0.0,50.0,127.74768458710795,neutral
hold,128.0,127.91000366210938,128.0,127.84500122070312,1205,128.0,2026-04-06 13:32:00+00:00,0.0,0.0,0.0,50.0,127.7507509600118,neutral
hold,127.91999816894533,127.57730102539062,127.91999816894533,127.57730102539062,1596,127.91999816894533,2026-04-06 13:33:00+00:00,0.0,0.0,0.0,50.0,127.75343206399752,neutral
hold,127.83499908447266,127.5500030517578,127.83499908447266,127.45999908447266,8151,127.83499908447266,2026-04-06 13:34:00+00:00,0.0,0.0,0.0,50.0,127.75953723189367,neutral
hold,127.94000244140624,127.87999725341795,128.1649932861328,127.87999725341795,6096,127.94000244140624,2026-04-06 13:35:00+00:00,0.0,0.0,0.0,50.0,127.7691037900104,neutral
hold,126.77999877929688,127.58999633789062,127.58999633789062,126.68000030517578,13135,126.77999877929688,2026-04-06 13:36:00+00:00,0.0,0.0,0.0,50.0,127.66770838752603,good
hold,127.05500030517578,126.9198989868164,127.36000061035156,126.7750015258789,7042,127.05500030517578,2026-04-06 13:37:00+00:00,0.0,0.0,0.0,50.0,127.6357886231063,good
hold,127.16500091552734,127.36000061035156,127.47530364990234,127.01309967041016,5823,127.16500091552734,2026-04-06 13:38:00+00:00,0.0,0.0,0.0,50.0,127.61634554088246,good
hold,126.98999786376952,127.30999755859376,127.30999755859376,126.83380126953124,7667,126.98999786376952,2026-04-06 13:39:00+00:00,0.0,0.0,0.0,50.0,127.58404289906557,good
hold,126.93499755859376,126.5999984741211,126.94000244140624,126.41999816894533,8160,126.93499755859376,2026-04-06 13:40:00+00:00,0.0,0.0,0.0,50.0,127.5502710035002,good
hold,127.0999984741211,126.88999938964844,127.27999877929688,126.64009857177734,2164,127.0999984741211,2026-04-06 13:41:00+00:00,0.0,0.0,0.0,50.0,127.54414226496448,good
hold,127.08999633789062,127.27999877929688,127.4499969482422,127.0,14322,127.08999633789062,2026-04-06 13:42:00+00:00,0.0,0.0,0.0,50.0,127.50661231575496,good
hold,127.20999908447266,127.04000091552734,127.25,127.03500366210938,2661,127.20999908447266,2026-04-06 13:43:00+00:00,0.0,0.0,0.0,50.0,127.50212696138524,good
hold,126.8499984741211,127.20999908447266,127.20999908447266,126.83999633789062,6704,126.8499984741211,2026-04-06 13:44:00+00:00,0.0,0.0,0.0,34.96633812400768,127.47819433069547,good
hold,126.62000274658205,126.6500015258789,127.05989837646484,126.5,10468,126.62000274658205,2026-04-06 13:45:00+00:00,0.0,0.0,0.0,32.26636432229023,127.4316816638364,good
hold,126.91999816894533,126.62999725341795,127.13999938964844,126.62000274658205,7961,126.91999816894533,2026-04-06 13:46:00+00:00,0.0,0.0,0.0,38.89419506745384,127.41142581333774,good
hold,126.99500274658205,126.83499908447266,126.99500274658205,126.63999938964844,5343,126.99500274658205,2026-04-06 13:47:00+00:00,0.0,0.0,0.0,40.46279886336231,127.4006484262938,good
hold,126.83000183105467,126.81999969482422,126.83000183105467,126.63999938964844,3282,126.83000183105467,2026-04-06 13:48:00+00:00,0.0,0.0,0.0,38.14310787164863,127.39171846879847,good
hold,126.75,126.75,126.8000030517578,126.5500030517578,5781,126.75,2026-04-06 13:49:00+00:00,0.0,0.0,0.0,37.03449752160624,127.3745044570026,good
hold,127.0500030517578,126.8000030517578,127.0500030517578,126.7300033569336,17327,127.0500030517578,2026-04-06 13:50:00+00:00,0.0,0.0,0.0,43.648696393117234,127.35035597545902,good
hold,126.87999725341795,126.94000244140624,126.9499969482422,126.75,2560,126.87999725341795,2026-04-06 13:51:00+00:00,0.0,0.0,0.0,41.01913213696959,127.34524068748291,good
hold,126.72000122070312,126.7968521118164,127.16999816894533,126.72000122070312,6912,126.72000122070312,2026-04-06 13:52:00+00:00,0.0,0.0,0.0,38.65870819473811,127.3274053077415,good
hold,126.80500030517578,126.76599884033205,126.9582977294922,126.76599884033205,3379,126.80500030517578,2026-04-06 13:53:00+00:00,0.0,0.0,0.0,40.613850740295725,127.3202205299402,good
hold,126.8550033569336,126.80999755859376,126.9999008178711,126.80999755859376,8900,126.8550033569336,2026-04-06 13:54:00+00:00,0.0,0.0,0.0,41.78927715781212,127.30395719819208,good
hold,126.62999725341795,126.9000015258789,126.9000015258789,126.62999725341795,3026,126.62999725341795,2026-04-06 13:55:00+00:00,-0.2576098891340166,0.0,-0.2576098891340166,38.13181200901773,127.29604066139896,good
hold,126.73999786376952,126.56390380859376,126.73999786376952,126.56390380859376,1831,126.73999786376952,2026-04-06 13:56:00+00:00,-0.2496718054898821,0.0,-0.2496718054898821,40.85704619188079,127.29211644514244,good
hold,126.74500274658205,126.83000183105467,126.9000015258789,126.74500274658205,2742,126.74500274658205,2026-04-06 13:57:00+00:00,-0.2402079965359007,0.0,-0.2402079965359007,40.98442189621799,127.2863946073576,good
hold,126.37999725341795,126.51000213623048,126.51000213623048,126.32440185546876,6530,126.37999725341795,2026-04-06 13:58:00+00:00,-0.2591731656530101,0.0,-0.2591731656530101,35.05486714182524,127.26436847299556,good
hold,126.52999877929688,126.5,126.52999877929688,126.37999725341795,6688,126.52999877929688,2026-04-06 13:59:00+00:00,-0.2591124423481261,0.0,-0.2591124423481261,38.96306842392182,127.24653480132974,neutral
hold,126.52999877929688,126.38999938964844,126.86000061035156,126.25,13310,126.52999877929688,2026-04-06 14:00:00+00:00,-0.2561120187634031,0.0,-0.2561120187634031,38.96306842392181,127.2135017843882,neutral
hold,126.3000030517578,126.5500030517578,126.5500030517578,126.3000030517578,5171,126.3000030517578,2026-04-06 14:01:00+00:00,-0.2691898415846054,0.0,-0.2691898415846054,35.196677140649626,127.19742848378957,good
hold,126.26000213623048,126.1414031982422,126.37999725341795,126.1414031982422,5297,126.26000213623048,2026-04-06 14:02:00+00:00,-0.2795592647876077,0.0,-0.2795592647876077,34.570761113374374,127.1808314045434,good
hold,125.82749938964844,126.0999984741211,126.2249984741211,125.82749938964844,9635,125.82749938964844,2026-04-06 14:03:00+00:00,-0.3189992397903864,-0.2655150737874376,-0.0534841660029488,28.64021934048424,127.13860784183956,good
hold,125.68000030517578,125.8000030517578,125.8000030517578,125.5000991821289,8164,125.68000030517578,2026-04-06 14:04:00+00:00,-0.3580304948668527,-0.2840181580033206,-0.074012336863532,26.942711212128188,127.1010406945048,good
hold,125.34010314941406,125.68000030517578,125.8499984741211,125.34010314941406,4740,125.34010314941406,2026-04-06 14:05:00+00:00,-0.4116447214420304,-0.3095434706910626,-0.1021012507509678,23.48791192204496,127.07509633910452,good
hold,125.77999877929688,125.58999633789062,125.77999877929688,125.37809753417967,5945,125.77999877929688,2026-04-06 14:06:00+00:00,-0.4138676723984105,-0.3304083110325322,-0.0834593613658782,35.088725829487714,127.05159876842872,good
hold,125.7300033569336,125.66999816894533,125.77999877929688,125.58499908447266,5126,125.7300033569336,2026-04-06 14:07:00+00:00,-0.4148810987504987,-0.3473028685761256,-0.0675782301743731,34.44942443227558,127.03124221514824,good
hold,125.6999969482422,125.72000122070312,125.72000122070312,125.5500030517578,1984,125.6999969482422,2026-04-06 14:08:00+00:00,-0.4133407776541418,-0.3605104503917288,-0.0528303272624129,34.0484616963183,127.02335278875702,good
hold,125.95500183105467,125.59500122070312,125.97989654541016,125.59500122070312,2489,125.95500183105467,2026-04-06 14:09:00+00:00,-0.3870812673098101,-0.3658246137753451,-0.0212566535344649,40.39747002598149,127.01546840842192,good
hold,125.5999984741211,125.81500244140624,125.95999908447266,125.58000183105467,2803,125.5999984741211,2026-04-06 14:10:00+00:00,-0.3904157504443049,-0.370742841109137,-0.0196729093351678,35.30236218916403,127.00380144115113,neutral
hold,125.9250030517578,125.6500015258789,125.9250030517578,125.5999984741211,4203,125.9250030517578,2026-04-06 14:11:00+00:00,-0.3626527637958077,-0.3691248256464711,0.0064720618506634,42.457670534791845,126.99063103286632,good
hold,125.98500061035156,125.91000366210938,126.13999938964844,125.88999938964844,2333,125.98500061035156,2026-04-06 14:12:00+00:00,-0.331982211020474,-0.3616963027212717,0.0297140917007977,43.69564225005562,126.98386210990026,good
hold,126.0500030517578,126.0199966430664,126.0999984741211,125.87899780273438,13936,126.0500030517578,2026-04-06 14:13:00+00:00,-0.2989839226538748,-0.3491538267077924,0.0501699040539175,45.074371816020026,126.94776553300372,good
hold,126.40989685058594,126.0500030517578,126.40989685058594,126.0500030517578,8806,126.40989685058594,2026-04-06 14:14:00+00:00,-0.2410138618031112,-0.3275258337268562,0.0865119719237449,52.072068925306894,126.93494159117851,good
hold,126.4800033569336,126.40989685058594,126.56999969482422,126.3000030517578,6035,126.4800033569336,2026-04-06 14:15:00+00:00,-0.1872565844273168,-0.2994719838669483,0.1122153994396314,53.319689390261146,126.927627549595,good
hold,126.37000274658205,126.58999633789062,126.5999984741211,126.3000030517578,7463,126.37000274658205,2026-04-06 14:16:00+00:00,-0.1517800587116227,-0.2699335988358832,0.1181535401242605,51.073180385744166,126.9167574460936,good
