action,close,open,high,low,volume,price,time,sma_5,sma_10,sma_20,sma_50,ema_5,ema_9,ema_12,ema_21,ema_26,rsi_7,rsi_14,rsi_21,roc_5,roc_10,roc_14,bb_20,20,2.0,atr_7,atr_14,atr_21,vwap,vwma_5,vwma_10,vwma_20,volume_avg_5,volume_avg_10,volume_avg_20,mfi_14,macd_12_26_9,12,26,stoch_14_3_3,14,cci_14,adx_14,typical_price
hold,242.67999267578125,243.05499267578125,243.22000122070312,242.60000610351562,91609,242.67999267578125,2025-10-03 13:53:00+00:00,243.00400085449218,242.7970001220703,242.7684410095215,0.0,242.90121075193332,242.8777862483774,242.9096901755924,243.0419201631332,0.0,40.93497079827115,35.73542732955346,34.9602037141549,-0.09468979575171096,0.2157651332063939,0.03297055657595298,243.65766028587774,242.7684410095215,241.87922173316525,0.4277276651405225,0.5059432818522452,0.534711175505757,243.1851253968842,243.02682281617783,242.72322259058024,242.70920523542165,108551.4,194855.9,196400.3,77.52462816823808,0.0,0.0,0.0,11.592472190893208,48.58909914956481,39.18219073209558,11.856743030248692,242.83333333333334
hold,242.21499633789062,242.67999267578125,242.67999267578125,242.06500244140625,95800,242.21499633789062,2025-10-03 13:54:00+00:00,242.8470001220703,242.77850036621095,242.7046905517578,0.0,242.67247261391913,242.74522826628007,242.8028142005614,242.96674526992933,0.0,30.96735537864639,31.868660485170366,32.53086355707984,-0.323046774530607,-0.07631912675408409,-0.29843010464712844,243.56001714323247,242.7046905517578,241.84936396028314,0.4544794607454478,0.5137323498895848,0.5385339878328639,243.1675307817847,242.8846676779146,242.7230633488856,242.6583572548233,105165.8,189466.2,191735.75,72.94069216642802,0.0,0.0,0.0,12.334989710384983,21.797200910906543,-53.63791533988021,16.65188046761822,242.31999715169272
hold,242.1199951171875,242.21499633789062,242.24000549316406,242.02000427246094,83893,242.1199951171875,2025-10-03 13:55:00+00:00,242.66399841308595,242.7645004272461,242.6269401550293,0.0,242.48831344834193,242.62018163646155,242.69776511081156,242.88976798331646,242.98668553278998,29.2686209405896,31.127591127688163,32.05305626593476,-0.3764924933175502,-0.057788901520216575,0.03925264873418719,243.3934096991262,242.6269401550293,241.8604706109324,0.4209825693108303,0.4927515549476948,0.5233657608266858,243.1511537216732,242.7173766590918,242.69749256456987,242.63195023253968,98111.2,197855.5,193135.05,76.52633154765746,-0.3665038963284246,0.0,-0.3665038963284246,8.33259158475643,10.75335116201154,-84.45708227219504,7.45702903384684,242.12666829427084
hold,241.9600067138672,242.10000610351562,242.2899932861328,241.94000244140625,106214,241.9600067138672,2025-10-03 13:56:00+00:00,242.40499877929688,242.7010009765625,242.5719352722168,0.0,242.31221120351702,242.4881466519427,242.58426381897397,242.80524423154833,242.91063524990682,26.421032232319376,29.867956590428946,31.24164744403511,-0.532362394586362,-0.26175086198839076,-0.004130473523790834,243.36364684156308,242.5719352722168,241.7802237028705,0.4108408943702206,0.4825543613604711,0.5151098124409657,243.12803433661492,242.37611468518693,242.72986097885854,242.5655715631987,91316.0,100355.7,179025.25,80.85850409048369,-0.42248859796410443,0.0,-0.42248859796410443,2.7033157373804024,7.790299010840606,-99.12974816120317,5.131433465203525,242.0633341471354
hold,242.1649932861328,241.9600067138672,242.2100067138672,241.9600067138672,93747,242.1649932861328,2025-10-03 13:57:00+00:00,242.22799682617188,242.63899993896484,242.53962478637695,0.0,242.26313856438898,242.42351597878076,242.51976066007535,242.7470396001469,242.8554025118495,35.76310491415404,33.576815659017,33.506175977360044,-0.36412662189374095,-0.2553742474306396,0.0030938812103364116,243.34230896192264,242.53962478637695,241.73694061083125,0.38786362374590333,0.46594333554900885,0.5024855356580625,243.1118142050354,242.22105836289623,242.67309491233442,242.54252807619298,94252.6,101388.8,174944.65,80.39918092668191,-0.4318865330687345,0.0,-0.4318865330687345,64.28478004970135,25.10689579061273,-94.078066024702,1.0029667129364959,242.1116689046224
hold,242.15069580078125,242.1649932861328,242.19000244140625,241.85000610351562,100503,242.15069580078125,2025-10-03 13:58:00+00:00,242.12213745117188,242.56306915283204,242.51365966796874,0.0,242.22565764318642,242.36895194318086,242.46298145095318,242.6928265274773,242.80320201473333,35.3973907028404,33.44396597026055,33.42555380569786,-0.21810486689240052,-0.3125881395911265,-0.10284575164205097,243.33125299204036,242.51365966796874,241.69606634389712,0.38102544005229216,0.4569471214305528,0.4947479548119941,243.09476766376702,242.11877064856668,242.60058209149946,242.5248627358547,96031.4,102291.4,171631.3,75.57531886537816,-0.4342500715524693,0.0,-0.4342500715524693,68.34055834922837,45.10955137877005,-95.40971540163835,19.025218090332572,242.06356811523438
hold,242.24000549316406,242.16000366210938,242.3903045654297,242.16000366210938,70389,242.24000549316406,2025-10-03 13:59:00+00:00,242.12713928222655,242.48706970214843,242.49565963745118,0.0,242.23044025984564,242.3431626531775,242.42867745744715,242.65166097890335,242.76148375387635,39.87789137664246,35.16950191200864,34.45989774500798,0.010325188634707678,-0.31275494108474794,-0.008251058418690324,243.32067419445198,242.49565963745118,241.67064508045038,0.3608230578517415,0.44142295308897317,0.48259846956611047,243.08428023683473,242.11726470555482,242.52878115004197,242.51434900490673,90949.2,98057.5,165356.5,76.30614552600512,-0.4183211006988472,0.0,-0.4183211006988472,72.18221356152391,68.26918398681788,-57.277781591935515,16.17421628101275,242.26343790690103
hold,242.30999755859375,242.28500366210938,242.30999755859375,242.02999877929688,107839,242.30999755859375,2025-10-03 14:00:00+00:00,242.1651397705078,242.41456909179686,242.46415939331055,0.0,242.25695935942835,242.33652963426076,242.41041901146968,242.62060066796613,242.72804033200356,43.46303054223087,36.557696719990254,35.28724309221627,0.07847449415083943,-0.2983134497463576,-0.11748125916662651,243.266709038977,242.46415939331055,241.6616097476441,0.34927673234390344,0.4298926549609661,0.47295086526757546,243.06999437374319,242.1602047499169,242.4422007128461,242.47974891229921,95738.4,96924.8,160306.25,51.722832492969765,-0.39151069774280245,0.0,-0.39151069774280245,85.13654720551273,75.21977303875501,-58.25450471023084,27.341028814876644,242.21666463216147
hold,242.4600067138672,242.28500366210938,242.47999572753906,242.27499389648438,85044,242.4600067138672,2025-10-03 14:01:00+00:00,242.2651397705078,242.33506927490234,242.48591003417968,0.0,242.32464181090796,242.36122505018207,242.4180478887616,242.6060012175935,242.7081859899194,50.79905843879524,39.545508723901634,37.07481079497827,0.20664572083240237,-0.3268167778616933,-0.1338620356859004,243.26284230566495,242.48591003417968,241.70897776269442,0.3286660321597297,0.4138290246819462,0.4601913874479141,243.06124610346336,242.26240790609992,242.31920270711288,242.50985348314336,91504.4,91410.2,154168.0,51.77564620925035,-0.346960939737329,0.0,-0.346960939737329,95.5579668373402,84.29224253479227,-22.84337095050943,26.743594702423163,242.40499877929688
hold,242.31500244140625,242.4600067138672,242.49000549316406,242.18499755859375,73455,242.31500244140625,2025-10-03 14:02:00+00:00,242.2951416015625,242.26156921386718,242.50316009521484,0.0,242.32142868774073,242.3519805284269,242.40219474301463,242.57954678339465,242.67906128262211,44.314451589594974,37.69737597157337,36.06370800782088,0.061945020722376856,-0.3024071594827519,-0.24494718691403858,243.24817217319838,242.50316009521484,241.7581480172313,0.32528630393267016,0.40605608967397233,0.4528016992156474,243.0521152206762,242.29213061490074,242.25526327228346,242.54967857758456,87446.0,90849.3,145762.2,45.73267325487958,-0.3270807541952081,0.0,-0.3270807541952081,61.9564135734899,80.88364253878093,-30.882969401123912,31.489518820144486,242.3300018310547
